customer_id,first_name,last_name,email,phone,address,city,state,zip_code,registration_date,is_active,total_orders,lifetime_value,avg_order_value,last_order_date,days_since_last_order,customer_tier
673,Sneha,Nair,sneha.nair673@email.com,918134408349,476 Main Street,Chennai,Tamil Nadu,152512,2026-01-07,True,5,16945.739999999998,3389.1479999999997,2026-03-27 12:31:44,24,Silver
961,Vikram,Mehta,vikram.mehta961@email.com,918389042400,702 Main Street,Pune,Maharashtra,703998,2026-01-18,True,3,10634.4,3544.7999999999997,2026-04-12 12:31:44,8,Silver
375,Raj,Joshi,raj.joshi375@email.com,917319246679,968 Main Street,Mumbai,Maharashtra,957730,2024-06-04,True,7,33551.41,4793.058571428572,2026-04-12 12:31:44,8,Gold
597,Sanjay,Singh,sanjay.singh597@email.com,918283560032,81 Main Street,Ahmedabad,Gujarat,513982,2026-03-15,True,8,29665.07,3708.13375,2026-04-17 12:31:44,3,Gold
976,Kavita,Chopra,kavita.chopra976@email.com,917378045890,191 Main Street,Jaipur,Rajasthan,308535,2024-11-23,True,7,28188.750000000004,4026.9642857142862,2026-04-12 12:31:44,8,Gold
593,Vikram,Singh,vikram.singh593@email.com,919423420650,64 Main Street,Chennai,Tamil Nadu,258471,2024-05-06,True,2,5967.68,2983.84,2026-03-27 12:31:44,24,Bronze
876,Arjun,Mehta,arjun.mehta876@email.com,917446369090,269 Main Street,Delhi,Delhi,748127,2025-11-11,True,3,15194.8,5064.933333333333,2026-03-31 12:31:44,20,Silver
744,Amit,Mehta,amit.mehta744@email.com,919290101581,8 Main Street,Jaipur,Rajasthan,757386,2026-02-11,True,6,19510.120000000003,3251.686666666667,2026-04-15 12:31:44,5,Silver
683,Pooja,Sharma,pooja.sharma683@email.com,919074811306,943 Main Street,Bangalore,Karnataka,611833,2025-12-25,True,8,32352.93,4044.11625,2026-04-12 12:31:44,8,Gold
950,Sanjay,Mehta,sanjay.mehta950@email.com,918494348846,901 Main Street,Kolkata,West Bengal,956835,2025-01-30,True,3,16114.059999999998,5371.353333333333,2026-04-03 12:31:44,17,Silver
155,Raj,Chopra,raj.chopra155@email.com,917124352982,185 Main Street,Chennai,Tamil Nadu,386544,2024-04-30,True,6,30893.81,5148.968333333333,2026-04-09 12:31:44,11,Gold
108,Rohan,Mehta,rohan.mehta108@email.com,919607324296,822 Main Street,Hyderabad,Telangana,469435,2025-09-07,True,7,30676.649999999998,4382.378571428571,2026-04-07 12:31:44,13,Gold
796,Kavita,Verma,kavita.verma796@email.com,917930261655,460 Main Street,Delhi,Delhi,735988,2024-12-23,True,8,35039.79,4379.97375,2026-04-20 12:31:44,0,Gold
193,Anjali,Patel,anjali.patel193@email.com,919850192297,145 Main Street,Lucknow,Uttar Pradesh,466813,2025-06-06,True,6,24291.769999999997,4048.6283333333326,2026-03-27 12:31:44,24,Gold
642,Neha,Shah,neha.shah642@email.com,919020939193,55 Main Street,Delhi,Delhi,765213,2024-08-30,True,4,12738.14,3184.535,2026-04-11 12:31:44,9,Silver
211,Raj,Reddy,raj.reddy211@email.com,918606152369,242 Main Street,Jaipur,Rajasthan,504924,2026-01-26,True,4,12124.8,3031.2,2026-03-25 12:31:44,26,Silver
34,Pooja,Chopra,pooja.chopra34@email.com,918444812497,30 Main Street,Pune,Maharashtra,618317,2025-05-22,True,5,6758.67,1351.734,2026-03-27 12:31:44,24,Bronze
368,Rohan,Shah,rohan.shah368@email.com,917872425923,380 Main Street,Kolkata,West Bengal,428122,2025-02-20,True,5,10399.41,2079.882,2026-03-21 12:31:44,30,Silver
530,Karan,Kumar,karan.kumar530@email.com,918252738994,268 Main Street,Hyderabad,Telangana,992247,2025-06-01,True,5,24057.989999999998,4811.598,2026-04-12 12:31:44,8,Gold
115,Neha,Patel,neha.patel115@email.com,917969007714,881 Main Street,Bangalore,Karnataka,809176,2024-05-29,True,7,34077.92,4868.274285714286,2026-04-02 12:31:44,18,Gold
126,Raj,Agarwal,raj.agarwal126@email.com,917933166190,455 Main Street,Kolkata,West Bengal,566297,2025-08-21,True,6,38059.21,6343.201666666667,2026-03-22 12:31:44,29,Gold
101,Amit,Singh,amit.singh101@email.com,919739779525,261 Main Street,Ahmedabad,Gujarat,581894,2025-08-01,True,2,3553.51,1776.755,2026-04-10 12:31:44,10,Bronze
772,Vikram,Agarwal,vikram.agarwal772@email.com,917323840346,914 Main Street,Delhi,Delhi,119535,2024-11-16,True,4,21994.42,5498.605,2026-04-19 12:31:44,1,Gold
756,Vikram,Malhotra,vikram.malhotra756@email.com,917047889782,567 Main Street,Kolkata,West Bengal,682032,2025-11-26,True,7,29512.34,4216.048571428571,2026-04-18 12:31:44,2,Gold
385,Karan,Shah,karan.shah385@email.com,917401581601,416 Main Street,Mumbai,Maharashtra,497687,2025-03-29,True,3,5693.66,1897.8866666666665,2026-04-05 12:31:44,15,Bronze
874,Vikram,Agarwal,vikram.agarwal874@email.com,917904397668,171 Main Street,Delhi,Delhi,516332,2026-01-04,True,8,21734.15,2716.76875,2026-04-16 12:31:44,4,Gold
830,Sanjay,Chopra,sanjay.chopra830@email.com,918492394136,987 Main Street,Kolkata,West Bengal,955129,2025-07-10,True,5,18980.64,3796.1279999999997,2026-04-03 12:31:44,17,Silver
847,Sanjay,Chopra,sanjay.chopra847@email.com,919107992942,188 Main Street,Chennai,Tamil Nadu,901387,2024-11-12,True,8,39340.869999999995,4917.608749999999,2026-04-03 12:31:44,17,Gold
81,Sneha,Nair,sneha.nair81@email.com,917621232513,393 Main Street,Jaipur,Rajasthan,299869,2024-08-14,True,3,5810.23,1936.743333333333,2026-03-25 12:31:44,26,Bronze
939,Kavita,Agarwal,kavita.agarwal939@email.com,919613115539,247 Main Street,Kolkata,West Bengal,690500,2024-10-08,True,4,20006.28,5001.57,2026-04-17 12:31:44,3,Gold
210,Sanjay,Singh,sanjay.singh210@email.com,918501456453,953 Main Street,Ahmedabad,Gujarat,127965,2025-02-19,True,4,25918.890000000003,6479.722500000001,2026-04-07 12:31:44,13,Gold
436,Rohan,Reddy,rohan.reddy436@email.com,917800525739,656 Main Street,Bangalore,Karnataka,789237,2025-02-01,True,9,36307.79,4034.198888888889,2026-04-04 12:31:44,16,Gold
28,Anjali,Patel,anjali.patel28@email.com,919781177100,350 Main Street,Jaipur,Rajasthan,113266,2025-02-13,True,2,6216.45,3108.225,2026-03-13 12:31:44,38,Bronze
183,Vikram,Nair,vikram.nair183@email.com,917161521910,59 Main Street,Ahmedabad,Gujarat,486649,2025-06-30,True,3,14224.41,4741.47,2026-04-18 12:31:44,2,Silver
596,Kavita,Joshi,kavita.joshi596@email.com,919300016872,704 Main Street,Pune,Maharashtra,597889,2024-09-10,True,5,17101.13,3420.226,2026-04-20 12:31:44,0,Silver
497,Rahul,Shah,rahul.shah497@email.com,918807595119,375 Main Street,Lucknow,Uttar Pradesh,672896,2024-05-20,True,10,22759.940000000002,2275.994,2026-04-15 12:31:44,5,Gold
762,Priya,Verma,priya.verma762@email.com,918076695131,101 Main Street,Delhi,Delhi,307007,2024-09-02,True,1,62.07,62.07,2026-03-23 12:31:44,28,Bronze
784,Kavita,Verma,kavita.verma784@email.com,919485203088,558 Main Street,Chennai,Tamil Nadu,697856,2025-10-23,True,7,41142.60999999999,5877.515714285713,2026-04-10 12:31:44,10,Gold
406,Vikram,Reddy,vikram.reddy406@email.com,917363781647,743 Main Street,Pune,Maharashtra,686716,2025-08-14,True,3,8571.95,2857.316666666667,2026-03-27 12:31:44,24,Bronze
842,Sanjay,Singh,sanjay.singh842@email.com,917857561275,241 Main Street,Ahmedabad,Gujarat,871153,2025-08-15,True,6,20796.629999999997,3466.1049999999996,2026-04-18 12:31:44,2,Gold
412,Anjali,Shah,anjali.shah412@email.com,918631614931,824 Main Street,Lucknow,Uttar Pradesh,445549,2025-01-24,True,6,24191.479999999996,4031.9133333333325,2026-04-15 12:31:44,5,Gold
787,Kavita,Shah,kavita.shah787@email.com,919091054466,812 Main Street,Kolkata,West Bengal,605529,2024-08-09,True,5,35797.55,7159.51,2026-03-27 12:31:44,24,Gold
300,Vikram,Joshi,vikram.joshi300@email.com,917965796553,965 Main Street,Chennai,Tamil Nadu,412071,2025-06-28,True,1,9351.27,9351.27,2026-01-20 12:31:44,90,Bronze
587,Amit,Sharma,amit.sharma587@email.com,917016387764,438 Main Street,Kolkata,West Bengal,191884,2025-06-22,True,6,29902.04,4983.673333333333,2026-04-01 12:31:44,19,Gold
988,Anjali,Patel,anjali.patel988@email.com,919289052391,972 Main Street,Jaipur,Rajasthan,854388,2025-12-19,True,5,22017.52,4403.504,2026-04-03 12:31:44,17,Gold
731,Kavita,Verma,kavita.verma731@email.com,918419756364,478 Main Street,Mumbai,Maharashtra,844163,2025-11-12,True,2,8006.179999999999,4003.0899999999997,2026-01-22 12:31:44,88,Bronze
688,Anjali,Malhotra,anjali.malhotra688@email.com,917638465996,860 Main Street,Pune,Maharashtra,966582,2024-09-25,True,2,7171.42,3585.71,2026-02-09 12:31:44,70,Bronze
76,Sanjay,Verma,sanjay.verma76@email.com,919998961044,497 Main Street,Ahmedabad,Gujarat,227324,2026-03-21,True,2,8501.17,4250.585,2026-03-12 12:31:44,39,Bronze
667,Vikram,Patel,vikram.patel667@email.com,919137772998,204 Main Street,Delhi,Delhi,738584,2025-09-27,True,4,19381.78,4845.445,2026-04-18 12:31:44,2,Silver
723,Kavita,Singh,kavita.singh723@email.com,918670255496,244 Main Street,Jaipur,Rajasthan,635740,2024-05-07,True,4,14380.84,3595.21,2026-03-23 12:31:44,28,Silver
914,Divya,Reddy,divya.reddy914@email.com,917578670284,257 Main Street,Kolkata,West Bengal,141406,2024-12-09,True,3,5335.69,1778.5633333333333,2026-03-01 12:31:44,50,Bronze
332,Anjali,Shah,anjali.shah332@email.com,918897690739,120 Main Street,Jaipur,Rajasthan,813341,2025-09-21,True,4,16582.059999999998,4145.514999999999,2026-04-03 12:31:44,17,Silver
27,Rohan,Chopra,rohan.chopra27@email.com,918491228808,546 Main Street,Mumbai,Maharashtra,549186,2024-06-11,True,6,34306.7,5717.783333333333,2026-04-05 12:31:44,15,Gold
26,Sneha,Patel,sneha.patel26@email.com,919938870196,615 Main Street,Chennai,Tamil Nadu,944657,2025-12-17,True,9,36360.579999999994,4040.064444444444,2026-04-16 12:31:44,4,Gold
626,Sneha,Verma,sneha.verma626@email.com,918311939403,730 Main Street,Lucknow,Uttar Pradesh,843826,2024-06-30,True,5,15365.26,3073.052,2026-03-08 12:31:44,43,Silver
501,Priya,Malhotra,priya.malhotra501@email.com,919309212177,631 Main Street,Jaipur,Rajasthan,260097,2025-07-09,True,4,20556.539999999997,5139.134999999999,2026-04-08 12:31:44,12,Gold
577,Amit,Reddy,amit.reddy577@email.com,918626558140,360 Main Street,Ahmedabad,Gujarat,672547,2025-03-31,True,3,14128.97,4709.656666666667,2026-04-12 12:31:44,8,Silver
831,Sneha,Chopra,sneha.chopra831@email.com,918953175066,953 Main Street,Hyderabad,Telangana,523579,2024-09-08,True,6,18108.81,3018.135,2026-04-11 12:31:44,9,Silver
384,Pooja,Singh,pooja.singh384@email.com,918288381269,701 Main Street,Hyderabad,Telangana,968286,2026-01-27,True,3,15179.34,5059.78,2026-04-01 12:31:44,19,Silver
811,Arjun,Sharma,arjun.sharma811@email.com,919811254192,211 Main Street,Pune,Maharashtra,821175,2025-05-31,True,4,13037.550000000001,3259.3875000000003,2026-04-20 12:31:44,0,Silver
743,Sanjay,Malhotra,sanjay.malhotra743@email.com,918375732811,527 Main Street,Hyderabad,Telangana,186345,2026-01-11,True,7,16334.68,2333.5257142857145,2026-04-03 12:31:44,17,Silver
271,Arjun,Joshi,arjun.joshi271@email.com,918370592316,248 Main Street,Delhi,Delhi,589131,2025-12-15,True,5,23279.72,4655.944,2026-04-03 12:31:44,17,Gold
844,Kavita,Chopra,kavita.chopra844@email.com,917669995863,798 Main Street,Kolkata,West Bengal,211871,2025-12-18,True,5,22646.24,4529.2480000000005,2026-03-26 12:31:44,25,Gold
192,Rahul,Verma,rahul.verma192@email.com,919819921250,988 Main Street,Chennai,Tamil Nadu,731977,2025-11-17,True,5,14526.390000000001,2905.2780000000002,2026-04-16 12:31:44,4,Silver
908,Rohan,Singh,rohan.singh908@email.com,917180360149,596 Main Street,Mumbai,Maharashtra,921533,2024-05-12,True,6,21475.489999999998,3579.248333333333,2026-04-15 12:31:44,5,Gold
44,Divya,Nair,divya.nair44@email.com,919532256470,779 Main Street,Chennai,Tamil Nadu,650121,2024-08-16,True,7,26178.91,3739.844285714286,2026-04-20 12:31:44,0,Gold
159,Anjali,Kumar,anjali.kumar159@email.com,918338472296,739 Main Street,Kolkata,West Bengal,440140,2024-09-15,True,5,19810.6,3962.12,2026-04-20 12:31:44,0,Silver
606,Kavita,Joshi,kavita.joshi606@email.com,918764759274,271 Main Street,Kolkata,West Bengal,501650,2024-06-18,True,4,18558.23,4639.5575,2026-04-16 12:31:44,4,Silver
916,Sneha,Chopra,sneha.chopra916@email.com,919334832473,357 Main Street,Bangalore,Karnataka,439403,2024-12-26,True,3,13582.35,4527.45,2026-04-02 12:31:44,18,Silver
806,Divya,Joshi,divya.joshi806@email.com,917985635941,961 Main Street,Pune,Maharashtra,941272,2024-12-12,True,1,2724.14,2724.14,2026-03-28 12:31:44,23,Bronze
253,Anjali,Joshi,anjali.joshi253@email.com,918584461407,479 Main Street,Lucknow,Uttar Pradesh,942700,2024-10-02,True,6,15159.32,2526.5533333333333,2026-04-13 12:31:44,7,Silver
103,Priya,Nair,priya.nair103@email.com,919523601252,307 Main Street,Kolkata,West Bengal,769975,2025-02-09,True,4,17239.94,4309.985,2026-04-10 12:31:44,10,Silver
329,Karan,Mehta,karan.mehta329@email.com,917351630288,539 Main Street,Lucknow,Uttar Pradesh,568449,2024-10-26,True,6,38123.53999999999,6353.923333333332,2026-04-19 12:31:44,1,Gold
460,Sneha,Mehta,sneha.mehta460@email.com,919959806220,360 Main Street,Lucknow,Uttar Pradesh,845279,2024-08-03,True,4,8838.82,2209.705,2026-04-13 12:31:44,7,Bronze
236,Priya,Patel,priya.patel236@email.com,919838626452,303 Main Street,Kolkata,West Bengal,421384,2025-01-18,True,3,17971.72,5990.573333333334,2026-04-16 12:31:44,4,Silver
350,Kavita,Agarwal,kavita.agarwal350@email.com,918369680934,592 Main Street,Lucknow,Uttar Pradesh,726962,2024-05-31,True,6,26557.239999999998,4426.206666666666,2026-03-27 12:31:44,24,Gold
336,Divya,Sharma,divya.sharma336@email.com,918092885428,837 Main Street,Pune,Maharashtra,103161,2025-09-08,True,4,17007.690000000002,4251.922500000001,2026-04-13 12:31:44,7,Silver
973,Raj,Patel,raj.patel973@email.com,919836279709,278 Main Street,Pune,Maharashtra,795186,2024-06-13,True,5,25911.190000000002,5182.238,2026-04-16 12:31:44,4,Gold
984,Sanjay,Chopra,sanjay.chopra984@email.com,918929166962,556 Main Street,Kolkata,West Bengal,238173,2025-09-20,True,5,17237.309999999998,3447.4619999999995,2026-04-10 12:31:44,10,Silver
12,Neha,Sharma,neha.sharma12@email.com,918443665390,685 Main Street,Pune,Maharashtra,812131,2025-03-01,True,8,33496.44,4187.055,2026-03-24 12:31:44,27,Gold
860,Rohan,Nair,rohan.nair860@email.com,918077925250,576 Main Street,Chennai,Tamil Nadu,695417,2026-03-02,True,7,15398.07,2199.7242857142855,2026-04-14 12:31:44,6,Silver
223,Arjun,Sharma,arjun.sharma223@email.com,919019214800,45 Main Street,Pune,Maharashtra,766549,2025-03-19,True,8,20764.039999999997,2595.5049999999997,2026-04-13 12:31:44,7,Gold
738,Arjun,Nair,arjun.nair738@email.com,919788722772,10 Main Street,Jaipur,Rajasthan,220294,2024-06-04,True,7,26472.94,3781.848571428571,2026-04-07 12:31:44,13,Gold
388,Kavita,Patel,kavita.patel388@email.com,917182758417,236 Main Street,Jaipur,Rajasthan,321686,2024-05-11,True,4,18963.42,4740.855,2026-04-13 12:31:44,7,Silver
602,Priya,Reddy,priya.reddy602@email.com,918706626708,566 Main Street,Jaipur,Rajasthan,441968,2025-07-11,True,7,19542.05,2791.7214285714285,2026-04-08 12:31:44,12,Silver
417,Pooja,Joshi,pooja.joshi417@email.com,919927933468,787 Main Street,Bangalore,Karnataka,676820,2026-03-23,True,4,18502.35,4625.5875,2026-03-29 12:31:44,22,Silver
548,Sneha,Malhotra,sneha.malhotra548@email.com,919142723159,422 Main Street,Chennai,Tamil Nadu,677438,2024-12-15,True,2,3654.04,1827.02,2026-03-08 12:31:44,43,Bronze
409,Rahul,Verma,rahul.verma409@email.com,918287426116,496 Main Street,Pune,Maharashtra,920685,2026-01-31,True,5,12569.73,2513.946,2026-03-19 12:31:44,32,Silver
926,Kavita,Reddy,kavita.reddy926@email.com,919258385550,639 Main Street,Ahmedabad,Gujarat,835381,2024-08-23,True,4,27685.83,6921.4575,2026-03-22 12:31:44,29,Gold
663,Neha,Reddy,neha.reddy663@email.com,919350559943,259 Main Street,Delhi,Delhi,597440,2024-05-01,True,7,22699.249999999996,3242.7499999999995,2026-04-18 12:31:44,2,Gold
91,Divya,Kumar,divya.kumar91@email.com,919812264367,994 Main Street,Pune,Maharashtra,261859,2026-02-02,True,4,20345.4,5086.35,2026-03-24 12:31:44,27,Gold
578,Priya,Shah,priya.shah578@email.com,919482729424,667 Main Street,Ahmedabad,Gujarat,895075,2024-05-16,True,4,15640.33,3910.0825,2026-02-27 12:31:44,52,Silver
822,Raj,Agarwal,raj.agarwal822@email.com,918720756561,629 Main Street,Pune,Maharashtra,788049,2024-11-02,True,7,29611.049999999996,4230.15,2026-04-20 12:31:44,0,Gold
707,Sanjay,Reddy,sanjay.reddy707@email.com,919074176983,947 Main Street,Lucknow,Uttar Pradesh,633025,2025-10-20,True,6,20245.28,3374.213333333333,2026-04-18 12:31:44,2,Gold
333,Divya,Chopra,divya.chopra333@email.com,917390591367,921 Main Street,Ahmedabad,Gujarat,635167,2025-01-18,True,4,17008.170000000002,4252.0425000000005,2026-03-19 12:31:44,32,Silver
875,Priya,Patel,priya.patel875@email.com,919355504998,56 Main Street,Ahmedabad,Gujarat,127645,2025-03-09,True,3,12771.92,4257.306666666666,2026-03-25 12:31:44,26,Silver
222,Arjun,Gupta,arjun.gupta222@email.com,919259408103,558 Main Street,Delhi,Delhi,631971,2024-11-16,True,10,48354.45999999999,4835.445999999999,2026-04-16 12:31:44,4,Gold
285,Raj,Kumar,raj.kumar285@email.com,919034715642,532 Main Street,Kolkata,West Bengal,579187,2025-11-18,True,5,20562.58,4112.5160000000005,2026-04-07 12:31:44,13,Gold
601,Rahul,Singh,rahul.singh601@email.com,919555710238,265 Main Street,Bangalore,Karnataka,435281,2026-02-10,True,5,18956.45,3791.29,2026-03-27 12:31:44,24,Silver
995,Neha,Agarwal,neha.agarwal995@email.com,917790172950,873 Main Street,Kolkata,West Bengal,506281,2024-12-02,True,8,26582.980000000003,3322.8725000000004,2026-04-12 12:31:44,8,Gold
